OnsetTime	OffsetTime	MidiPitch
236.345	236.519	69
236.431	236.61	57
236.432	236.612	61
236.432	236.785	49
236.434	236.788	37
236.519	236.699	69
236.61	236.784	57
236.612	236.785	61
236.613	237.022	36
236.613	237.022	48
236.699	236.89	69
236.784	237.022	57
236.785	237.022	61
236.785	237.022	49
236.788	237.022	37
236.89	237.022	69
236.995	237.078	59
236.995	237.082	63
236.996	237.356	50
236.996	237.356	38
237.083	237.261	68
237.173	237.355	59
237.174	237.352	63
237.177	237.53	51
237.177	237.53	39
237.261	237.442	68
237.352	237.528	63
237.355	237.527	59
237.356	237.729	50
237.356	237.729	38
237.442	237.622	68
237.527	237.729	59
237.528	237.729	63
237.53	237.729	51
237.53	237.729	39
237.622	237.729	68
237.714	237.799	61
237.716	237.799	58
237.716	238.07	52
237.716	238.07	40
237.8	237.982	67
237.887	238.066	58
237.887	238.066	61
237.89	238.255	39
237.891	238.255	51
237.982	238.16	67
238.066	238.255	58
238.066	238.252	61
238.07	238.508	52
238.07	238.508	40
238.16	238.364	67
238.252	238.508	61
238.255	238.508	58
238.255	238.508	51
238.255	238.508	39
238.364	238.508	67
238.476	238.65	56
238.476	238.653	68
238.476	238.657	59
238.48	239.962	32
238.48	239.947	44
239.193	239.962	64
239.193	239.962	68
239.193	239.962	56
239.196	239.962	61
239.196	239.962	49
239.27	239.962	73
239.343	239.962	76
239.427	239.962	80
239.508	239.962	85
239.588	239.962	88
239.669	239.942	92
239.749	239.962	97
239.83	239.962	100
239.942	240.789	92
239.945	240.789	104
239.946	240.789	99
239.946	240.789	51
239.946	240.789	59
239.947	240.789	44
241.667	241.908	47
241.668	241.912	35
241.913	243.655	80
241.913	243.655	68
241.913	243.589	52
241.915	243.589	40
242.514	242.714	56
242.515	242.715	64
242.515	242.717	59
242.714	243.655	56
242.715	243.585	64
242.717	243.655	59
243.368	243.655	81
243.368	243.655	69
243.372	243.655	35
243.372	243.655	47
243.472	243.655	83
243.473	243.655	71
243.585	245.311	64
243.588	245.311	76
243.589	243.809	52
243.589	243.81	40
244.194	244.397	59
244.197	244.395	56
244.395	245.311	56
244.397	245.311	59
245.048	245.311	63
245.052	245.311	75
245.052	245.311	47
245.052	245.311	35
245.304	246.399	66
245.305	246.4	78
245.307	246.97	51
245.307	246.97	39
245.902	246.099	59
245.905	246.098	57
246.098	246.97	57
246.099	246.97	59
246.249	246.924	64
246.25	246.924	76
246.399	246.684	66
246.4	246.683	78
246.539	246.97	80
246.54	246.97	68
246.683	246.97	78
246.684	246.97	66
246.861	247.067	35
246.862	247.05	47
246.924	247.053	64
246.924	247.054	76
247.058	248.734	64
247.058	248.503	76
247.059	248.734	40
247.06	248.734	52
247.656	247.849	59
247.656	247.851	56
247.849	248.734	59
247.851	248.734	56
248.503	248.733	68
248.503	248.731	76
248.506	248.731	80
248.506	248.734	47
248.507	248.734	35
248.731	249.518	80
248.731	249.525	76
248.733	249.518	68
248.734	249.519	52
248.734	249.525	40
249.518	249.783	68
249.518	249.787	80
249.519	249.79	64
249.519	249.79	52
249.791	250.053	81
249.791	250.054	69
249.794	250.054	54
249.794	250.056	66
250.057	250.308	83
250.06	250.309	71
250.061	250.312	56
250.061	250.313	68
250.313	251.069	73
250.315	251.072	85
250.316	251.071	57
250.316	251.072	69
251.068	251.351	61
251.069	251.356	64
251.069	251.358	73
251.071	251.358	45
251.071	251.359	57
251.072	251.359	52
251.362	251.638	71
251.363	251.639	59
251.363	251.642	64
251.363	251.643	44
251.365	251.643	56
251.366	251.643	52
251.645	251.904	64
251.646	251.905	70
251.646	251.908	58
251.647	251.909	52
251.649	251.909	43
251.65	251.912	55
251.912	252.759	59
251.912	252.759	64
251.915	252.762	71
251.916	252.762	52
251.916	252.763	44
251.918	252.763	56
252.766	253.392	64
252.767	253.605	56
252.767	253.392	52
252.769	253.606	44
252.769	253.609	37
252.769	253.61	49
253.393	253.61	63
253.396	253.61	51
253.612	255.352	63
253.613	255.352	51
253.616	255.352	57
253.617	255.352	42
253.617	255.352	35
253.617	255.352	45
253.619	255.352	47
254.589	255.307	64
254.59	255.307	52
254.754	255.055	54
254.754	255.052	66
254.904	255.352	68
254.905	255.352	56
255.052	255.352	66
255.055	255.352	54
255.264	255.447	28
255.265	255.447	40
255.307	255.436	52
255.307	255.436	64
255.447	255.59	64
255.45	255.591	52
255.45	255.593	40
255.451	255.594	28
255.597	256.024	56
255.598	257.011	44
255.738	256.165	59
255.741	256.866	47
255.885	256.304	64
255.886	256.728	52
256.024	257.162	68
256.024	256.581	56
256.164	257.162	71
256.165	256.443	59
256.302	257.162	76
256.304	257.162	64
256.441	257.162	80
256.443	257.162	59
256.58	257.162	83
256.581	257.162	56
256.724	257.158	88
256.728	257.159	52
256.865	257.155	92
256.866	257.161	47
257.011	257.162	95
257.011	257.162	44
257.155	257.372	92
257.158	257.375	88
257.159	257.375	100
257.159	257.376	40
257.159	257.379	52
257.161	257.379	47
258.702	258.947	32
258.705	258.947	44
258.948	260.511	80
258.95	260.689	88
258.951	260.689	76
258.951	260.616	85
258.954	260.62	49
258.954	260.621	37
259.556	259.756	61
259.556	259.755	64
259.559	259.756	68
259.559	259.752	56
259.752	260.689	56
259.755	260.689	64
259.756	260.689	68
259.756	260.689	61
260.409	260.689	90
260.41	260.689	78
260.41	260.689	32
260.411	260.689	44
260.511	260.689	80
260.512	260.689	92
260.616	262.341	85
260.62	262.341	73
260.62	260.844	49
260.621	260.847	37
261.232	261.432	64
261.232	261.431	56
261.236	261.432	61
261.239	261.429	68
261.429	262.341	68
261.431	262.341	56
261.432	262.341	61
261.432	262.341	64
262.086	262.341	84
262.087	262.341	72
262.089	262.341	32
262.09	262.341	44
262.335	263.431	75
262.338	263.432	87
262.339	264.007	48
262.339	264.007	36
262.934	263.134	68
262.937	263.133	66
262.937	263.133	63
262.941	263.13	56
263.13	264.007	56
263.133	264.007	66
263.133	264.007	63
263.134	264.007	68
263.284	263.955	73
263.286	263.958	85
263.431	263.717	75
263.432	263.714	87
263.574	264.007	88
263.578	264.007	76
263.714	264.007	87
263.717	264.007	75
263.892	264.085	32
263.893	264.086	44
263.955	264.086	73
263.958	264.088	85
264.088	265.558	73
264.089	265.558	85
264.092	265.558	49
264.092	265.558	37
264.701	264.917	56
264.702	264.915	64
264.702	264.916	61
264.704	264.915	68
264.915	265.558	68
264.915	265.558	64
264.916	265.558	61
264.917	265.558	56
265.691	265.814	29
265.695	265.814	53
265.696	265.817	41
265.817	268.228	42
265.818	268.051	54
265.821	268.228	30
267.294	267.39	85
267.295	267.392	73
267.298	267.389	81
267.298	267.392	57
267.299	267.393	69
267.299	267.393	61
267.389	268.048	81
267.39	268.228	85
267.392	268.228	73
267.392	268.054	57
267.393	268.05	69
267.393	268.228	61
267.662	267.756	71
267.662	267.754	80
267.665	267.756	83
267.665	267.757	56
267.666	267.76	68
267.666	267.76	59
267.754	268.228	80
267.756	268.228	83
267.756	268.228	71
267.757	268.228	56
267.76	268.228	68
267.76	268.228	59
268.048	268.162	81
268.05	268.163	69
268.05	268.163	78
268.051	268.164	54
268.054	268.165	66
268.054	268.166	57
268.162	268.593	81
268.163	268.596	69
268.163	268.597	78
268.164	268.6	54
268.165	268.6	66
268.166	268.601	57
268.929	269.051	61
268.932	269.055	49
268.936	269.055	37
269.058	271.291	62
269.058	271.473	50
269.059	271.473	38
270.535	270.63	78
270.536	270.627	81
270.536	270.626	90
270.536	270.631	69
270.539	270.63	66
270.626	271.473	90
270.627	271.473	81
270.63	271.289	78
270.63	271.291	66
270.631	271.473	69
270.9	270.99	76
270.903	270.994	88
270.903	270.994	80
270.904	270.995	68
270.904	270.997	64
270.99	271.473	76
270.994	271.473	88
270.994	271.473	80
270.995	271.473	68
270.997	271.473	64
271.289	271.4	78
271.289	271.397	74
271.291	271.4	86
271.291	271.404	62
271.291	271.401	66
271.397	271.841	74
271.4	271.842	78
271.4	271.842	86
271.401	271.844	66
271.404	271.845	62
272.17	272.292	58
272.171	272.292	34
272.173	272.293	46
272.296	273.962	59
272.297	273.962	47
272.299	273.962	35
273.023	273.13	90
273.024	273.126	93
273.028	273.129	85
273.028	273.132	57
273.028	273.13	69
273.029	273.13	66
273.126	273.962	93
273.129	273.962	85
273.13	273.735	90
273.13	273.735	66
273.13	273.962	69
273.132	273.962	57
273.385	273.473	92
273.387	273.473	80
273.388	273.472	88
273.388	273.475	68
273.388	273.476	56
273.391	273.476	64
273.472	273.962	88
273.473	273.962	92
273.473	273.962	80
273.475	273.962	68
273.476	273.962	56
273.476	273.962	64
273.731	273.962	78
273.734	273.962	87
273.735	273.962	90
273.735	273.962	66
273.737	273.962	54
273.738	273.962	63
273.96	275.593	60
273.962	275.593	36
273.962	275.593	48
274.672	274.771	90
274.673	274.77	93
274.673	274.771	85
274.676	274.774	66
274.676	274.775	57
274.679	274.775	69
274.77	275.593	93
274.771	275.593	85
274.771	275.382	90
274.774	275.387	66
274.775	275.593	57
274.775	275.593	69
275.026	275.114	88
275.029	275.117	92
275.03	275.114	80
275.03	275.117	64
275.03	275.118	56
275.032	275.12	68
275.114	275.593	80
275.114	275.593	88
275.117	275.593	92
275.117	275.593	64
275.118	275.593	56
275.12	275.593	68
275.382	275.593	90
275.383	275.593	78
275.383	275.593	87
275.384	275.593	63
275.386	275.593	54
275.387	275.593	66
275.59	279.086	55
275.593	280.839	43
275.593	280.976	31
276.303	276.437	88
276.306	276.436	100
276.307	276.437	91
276.307	276.44	82
276.307	276.44	79
276.311	276.441	70
276.436	280.976	100
276.437	277.101	88
276.437	278.163	91
276.44	277.466	82
276.44	277.102	79
276.441	278.166	70
276.717	276.818	90
276.72	276.819	99
276.721	276.818	87
276.721	276.819	81
276.721	276.821	78
276.723	276.821	69
276.818	278.785	87
276.818	280.976	90
276.819	280.976	99
276.819	277.826	81
276.821	278.785	78
276.821	278.785	69
277.099	277.193	97
277.101	277.196	88
277.102	277.196	85
277.102	277.197	79
277.105	277.196	76
277.105	277.2	67
277.193	280.976	97
277.196	277.466	85
277.196	278.484	88
277.196	277.469	76
277.197	278.166	79
277.2	278.485	67
277.465	277.56	94
277.466	277.56	82
277.466	277.56	85
277.469	277.561	73
277.469	277.564	76
277.472	277.564	64
277.56	278.162	82
277.56	279.079	85
277.56	280.976	94
277.561	278.166	73
277.564	278.485	76
277.564	279.086	64
277.826	277.909	84
277.826	277.907	81
277.83	277.91	93
277.83	277.91	72
277.83	277.911	75
277.831	277.913	63
277.907	279.656	81
277.909	280.976	84
277.91	280.976	93
277.91	279.654	72
277.911	278.782	75
277.913	279.66	63
278.162	278.246	82
278.163	278.243	91
278.166	278.245	79
278.166	278.246	70
278.166	278.249	73
278.167	278.25	61
278.243	280.976	91
278.245	278.484	79
278.246	279.37	82
278.246	278.488	70
278.249	279.08	73
278.25	279.373	61
278.484	278.558	88
278.484	278.558	79
278.485	278.559	76
278.485	278.561	67
278.488	278.561	70
278.488	278.561	58
278.558	279.937	79
278.558	280.976	88
278.559	279.082	76
278.561	279.37	70
278.561	279.082	67
278.561	279.941	58
278.782	278.862	75
278.785	278.859	78
278.785	278.861	87
278.785	278.862	69
278.788	278.863	66
278.788	278.865	57
278.859	280.976	78
278.861	280.976	87
278.862	280.525	75
278.862	279.657	69
278.863	280.528	66
278.865	280.528	57
279.079	279.149	85
279.08	279.15	73
279.082	279.153	76
279.082	279.153	67
279.086	279.153	64
279.086	279.156	55
279.149	280.976	85
279.15	279.369	73
279.153	280.231	76
279.153	279.373	64
279.153	279.94	67
279.156	280.232	55
279.369	279.443	73
279.37	279.444	82
279.37	279.443	70
279.373	279.444	61
279.373	279.447	64
279.376	279.447	52
279.443	279.941	70
279.443	280.836	73
279.444	280.976	82
279.444	279.943	61
279.447	280.836	52
279.447	280.231	64
279.654	279.727	72
279.656	279.726	81
279.657	279.726	69
279.657	279.727	60
279.66	279.73	51
279.66	279.73	63
279.726	280.976	81
279.726	280.976	69
279.727	280.976	72
279.727	280.976	60
279.73	280.976	51
279.73	280.526	63
279.937	280.014	79
279.94	280.017	67
279.941	280.014	70
279.941	280.018	58
279.941	280.018	49
279.943	280.017	61
280.014	280.976	70
280.014	280.976	79
280.017	280.227	67
280.017	280.833	61
280.018	280.231	58
280.018	280.976	49
280.227	280.305	67
280.231	280.307	64
280.231	280.305	76
280.231	280.308	58
280.232	280.307	55
280.233	280.311	46
280.305	280.976	67
280.305	280.976	76
280.307	280.833	64
280.307	280.836	55
280.308	280.976	58
280.311	280.976	46
280.525	280.599	75
280.526	280.602	63
280.528	280.602	66
280.528	280.602	54
280.528	280.605	57
280.531	280.606	45
280.599	280.976	75
280.602	280.976	66
280.602	280.976	63
280.602	280.976	54
280.605	280.976	57
280.606	280.976	45
280.833	280.909	61
280.833	280.91	64
280.836	280.91	73
280.836	280.913	52
280.836	280.91	55
280.839	280.914	43
280.909	281.147	61
280.91	281.148	64
280.91	281.148	73
280.91	281.149	55
280.913	281.15	52
280.914	281.151	43
282.712	282.802	64
282.712	282.807	52
282.716	282.807	58
282.716	282.809	31
282.716	282.81	43
282.719	282.81	37
282.719	282.813	40
282.814	284.175	52
282.814	284.175	64
282.814	283.482	58
282.816	283.296	44
282.817	283.3	40
282.817	283.297	32
282.817	283.296	37
283.293	283.482	63
283.293	283.954	56
283.296	283.483	51
283.296	283.486	37
283.296	283.486	44
283.297	283.485	32
283.3	283.486	40
283.482	284.175	58
283.482	284.175	63
283.483	284.175	51
283.485	283.958	32
283.486	283.958	44
283.486	283.961	37
283.486	283.958	40
283.954	284.175	49
283.954	284.132	56
283.955	284.175	61
283.958	284.136	44
283.958	284.175	40
283.958	284.137	32
283.961	284.175	37
284.13	285.193	68
284.132	284.848	56
284.133	284.847	60
284.133	284.85	39
284.136	284.85	44
284.137	284.848	32
284.137	284.851	42
284.844	285.372	48
284.847	285.372	60
284.848	285.372	56
284.848	285.376	32
284.85	285.376	44
284.85	285.376	39
284.851	285.379	42
285.459	286.135	44
285.477	286.163	52
285.487	286.184	56
285.505	286.22	61
285.522	286.219	64
285.533	286.215	68
285.55	286.16	76
286.016	286.11	75
286.11	286.219	75
286.135	286.804	44
286.16	286.923	76
286.163	286.923	52
286.184	286.835	56
286.215	286.923	68
286.219	286.923	64
286.219	286.923	75
286.22	286.923	61
286.53	286.923	73
286.804	287.882	44
286.817	287.882	51
286.835	287.882	56
286.852	287.882	60
286.873	287.882	66
286.891	287.591	72
286.905	287.882	80
287.591	287.931	72
288.218	288.876	56
288.239	288.9	64
288.263	288.932	68
288.281	288.918	88
288.281	288.956	76
288.281	288.959	80
288.283	288.96	73
288.75	288.879	87
288.844	289.277	85
288.876	289.569	56
288.879	288.96	87
288.9	289.663	64
288.918	289.663	88
288.932	289.663	68
288.956	289.663	76
288.959	289.634	80
288.96	289.635	87
288.96	289.663	73
289.277	289.663	85
289.569	290.236	56
289.603	290.254	66
289.634	290.114	80
289.635	290.996	87
289.635	290.996	75
289.639	290.279	72
290.114	290.279	80
290.236	290.867	56
290.254	290.996	66
290.276	290.996	92
290.279	290.758	80
290.279	290.996	72
290.758	290.934	80
290.867	291.529	56
290.884	291.552	64
290.908	291.58	68
290.934	291.617	80
290.936	291.574	88
290.937	291.617	76
290.937	291.617	73
291.403	291.532	87
291.49	291.938	85
291.529	292.239	56
291.532	291.614	87
291.552	292.34	64
291.574	292.34	88
291.58	292.34	68
291.614	292.305	87
291.617	292.34	76
291.617	292.306	80
291.617	292.34	73
291.938	292.34	85
292.239	298.5	56
292.274	298.5	66
292.303	298.5	75
292.305	293.576	87
292.306	292.778	80
292.306	298.5	72
292.778	293.412	80
292.932	293.902	92
293.412	293.737	80
293.576	294.214	87
293.737	294.056	80
293.902	294.529	92
294.056	294.374	80
294.214	294.837	87
294.374	294.682	80
294.529	295.13	92
294.682	294.984	80
294.837	295.414	87
294.984	295.273	80
295.13	295.687	92
295.273	295.554	80
295.414	295.96	87
295.554	295.82	80
295.687	296.125	92
295.82	296.04	80
295.96	296.292	87
296.04	296.205	80
296.125	296.454	92
296.205	296.373	80
296.292	296.618	87
296.373	296.534	80
296.454	296.779	92
296.534	296.698	80
296.618	296.94	87
296.698	296.86	80
296.779	297.098	92
296.86	297.017	80
296.94	297.262	87
297.017	297.182	80
297.098	297.416	92
297.182	297.335	80
297.262	297.573	87
297.335	297.499	80
297.416	297.731	92
297.499	297.65	80
297.573	297.888	87
297.65	297.808	80
297.731	298.039	92
297.808	297.962	80
297.888	298.196	87
297.962	298.123	80
298.039	298.347	92
298.123	298.27	80
298.196	298.5	87
298.27	298.424	80
298.347	298.5	92
298.424	298.5	80
298.498	298.616	91
298.62	298.738	92
298.742	298.945	94
298.854	299.026	92
298.945	299.1	94
299.026	299.177	92
299.1	299.257	94
299.177	299.334	92
299.257	299.408	94
299.334	299.485	92
299.408	299.559	94
299.485	299.635	92
299.559	299.712	94
299.635	299.781	92
299.712	299.852	94
299.781	299.925	92
299.852	299.995	94
299.925	300.066	92
299.995	300.136	94
300.066	300.212	92
300.136	300.286	94
300.212	300.356	92
300.286	300.419	94
300.356	300.489	92
300.419	300.552	94
300.489	300.622	92
300.552	300.692	94
300.622	300.758	92
300.692	300.825	94
300.758	300.895	92
300.825	300.965	94
300.895	301.035	92
300.965	301.111	94
301.035	301.178	92
301.111	301.255	94
301.178	301.326	92
301.255	301.402	94
301.326	301.483	92
301.374	301.805	68
301.402	301.563	94
301.483	301.651	92
301.563	301.732	94
301.651	301.836	92
301.732	301.871	94
301.777	302.683	61
301.805	302.623	68
301.833	302.683	89
301.836	302.683	77
301.836	301.91	92
301.91	302.056	94
301.98	302.137	92
302.056	302.214	94
302.137	302.288	92
302.214	302.365	94
302.288	302.435	92
302.365	302.515	94
302.435	302.592	92
302.464	302.683	87
302.515	302.665	94
302.592	302.683	92
302.623	303.499	68
302.648	303.541	75
302.665	302.739	94
302.67	303.541	90
302.673	303.541	78
302.74	302.893	92
302.816	302.973	94
302.893	303.048	92
302.973	303.124	94
303.048	303.198	92
303.124	303.275	94
303.198	303.356	92
303.275	303.432	94
303.31	303.541	84
303.356	303.527	92
303.432	303.541	94
303.471	305.003	61
303.499	305.003	68
303.523	305.003	87
303.527	305.003	77
303.527	303.6	92
303.601	303.74	94
303.671	303.814	92
303.74	303.884	94
303.814	303.961	92
303.884	304.037	94
303.926	305.003	85
303.961	304.118	92
304.037	304.192	94
304.118	304.269	92
304.192	304.35	94
304.269	304.423	92
304.35	304.5	94
304.423	304.581	92
304.5	304.681	94
304.581	304.791	92
304.681	304.889	94
304.79	305.188	73
304.791	305.003	92
304.889	305.003	94
304.989	305.091	91
305.056	305.118	92
305.119	305.189	93
305.192	305.648	82
305.193	306.071	66
305.193	306.071	73
305.196	305.354	94
305.273	305.434	96
305.354	305.519	94
305.434	305.595	96
305.519	305.647	94
305.595	305.749	96
305.647	305.673	94
305.648	306.071	82
305.673	305.826	94
305.749	305.896	96
305.826	305.97	94
305.896	306.043	96
305.97	306.071	94
306.043	306.194	96
306.057	306.918	92
306.058	306.918	80
306.058	306.918	65
306.061	306.918	74
306.117	306.274	94
306.194	306.351	96
306.274	306.425	94
306.351	306.502	96
306.425	306.579	94
306.502	306.656	96
306.579	306.733	94
306.656	306.813	96
306.733	306.908	94
306.813	306.918	96
306.904	307.311	90
306.905	308.29	63
306.907	308.29	70
306.908	307.314	78
306.908	307.048	94
306.974	307.121	96
307.048	307.192	94
307.121	307.269	96
307.192	307.338	94
307.269	307.412	96
307.311	308.29	90
307.314	308.138	78
307.338	307.489	94
307.412	307.565	96
307.489	307.639	94
307.565	307.716	96
307.639	307.783	94
307.716	307.86	96
307.783	307.936	94
307.86	308.007	96
307.936	308.08	94
308.007	308.161	96
308.08	308.29	94
308.137	308.626	75
308.138	308.63	78
308.161	308.29	96
308.255	308.346	93
308.35	308.441	94
308.441	308.538	95
308.539	308.63	96
308.631	309.071	82
308.631	309.074	85
308.633	308.784	97
308.7	308.864	99
308.784	308.942	97
308.864	309.022	99
308.942	309.071	97
309.022	309.175	99
309.071	309.103	97
309.071	309.518	82
309.074	309.518	85
309.103	309.261	97
309.175	309.34	99
309.261	309.418	97
309.34	309.497	99
309.418	309.518	97
309.497	309.575	99
309.505	310.442	96
309.508	310.433	80
309.509	310.442	84
309.575	309.735	97
309.655	309.81	99
309.735	309.893	97
309.81	309.967	99
309.893	310.047	97
309.967	310.132	99
310.047	310.22	97
310.132	310.31	99
310.169	310.442	94
310.17	310.442	78
310.17	310.442	82
310.22	310.433	97
310.31	310.442	99
310.428	311.832	92
310.429	310.873	77
310.433	310.874	80
310.433	310.583	97
310.509	310.663	99
310.583	310.748	97
310.663	310.828	99
310.748	310.908	97
310.828	310.989	99
310.873	311.832	68
310.873	311.777	77
310.874	311.832	80
310.908	311.065	97
310.989	311.147	99
311.065	311.227	97
311.147	311.311	99
311.227	311.391	97
311.311	311.472	99
311.391	311.552	97
311.472	311.64	99
311.552	311.721	97
311.64	311.791	99
311.721	311.832	97
311.777	311.878	96
311.777	312.014	77
311.779	312.017	81
311.791	311.836	99
311.878	311.976	97
311.976	312.073	98
312.018	313.719	68
312.038	313.551	72
312.056	313.208	78
312.074	313.736	101
312.077	313.033	82
312.161	313.736	99
312.249	313.736	97
312.336	313.736	96
312.417	313.736	94
312.511	313.736	92
312.592	313.736	90
312.683	313.736	89
312.77	313.736	87
312.858	313.736	85
312.945	313.736	84
313.033	313.736	82
313.121	313.736	80
313.208	313.736	78
313.296	313.736	77
313.376	313.736	75
313.464	313.736	73
313.551	313.736	72
313.634	313.736	70
313.719	313.806	68
313.807	315.263	66
313.894	315.263	65
313.978	315.263	63
314.061	315.263	61
314.149	315.263	60
314.233	315.263	58
314.318	315.263	56
314.405	315.263	54
314.485	315.263	53
314.566	315.263	51
314.654	315.263	49
314.741	315.263	48
314.821	315.263	46
314.902	315.263	44
314.99	315.263	42
315.071	315.263	41
315.154	315.263	39
315.256	316.98	37
315.35	316.98	41
315.449	316.98	44
315.542	316.98	49
315.641	316.98	53
315.745	316.98	56
315.843	316.98	61
315.942	316.98	65
316.047	316.98	68
316.151	316.98	73
316.257	316.98	77
316.362	316.98	80
316.459	316.98	85
316.508	316.98	89
316.564	316.98	92
316.613	316.98	97
318.268	318.419	68
318.419	319.07	77
318.42	319.07	49
318.738	319.07	65
318.741	319.07	68
318.741	319.07	56
318.742	319.07	61
318.885	319.07	75
319.049	319.648	78
319.05	319.648	44
319.336	319.648	66
319.336	319.648	68
319.34	319.648	56
319.34	319.648	63
319.486	319.648	72
319.571	319.648	75
319.644	319.718	73
319.648	319.721	49
319.956	320.569	65
319.959	320.569	68
319.96	320.571	73
319.96	320.572	56
319.963	320.572	61
320.253	320.886	49
320.569	320.886	65
320.569	320.886	68
320.571	320.886	73
320.572	320.886	56
320.572	320.886	61
320.883	320.953	82
320.884	320.957	54
321.187	321.559	70
321.188	321.559	82
321.191	321.559	66
321.191	321.559	61
321.495	322.151	80
321.499	321.576	53
321.821	322.151	70
321.822	322.151	68
321.822	322.151	65
321.824	322.151	62
322.147	322.22	78
322.151	322.297	51
322.447	323.099	70
322.451	323.099	66
322.452	323.102	78
322.452	323.103	63
322.452	323.103	58
322.773	323.55	51
323.099	323.55	66
323.099	323.55	70
323.102	323.55	78
323.103	323.55	63
323.103	323.55	58
323.473	323.641	85
323.474	324.299	42
323.816	324.299	85
323.817	324.299	73
323.82	324.299	82
323.821	324.199	61
323.823	324.299	70
324.195	325.008	80
324.198	325.01	84
324.198	325.01	72
324.199	325.01	61
324.199	325.01	68
324.769	324.908	82
324.769	325.01	70
324.772	324.908	78
324.772	325.01	66
324.908	325.01	78
324.908	325.01	82
325.007	325.09	77
325.008	325.091	80
325.01	325.178	44
325.349	326.144	80
325.353	326.147	68
325.353	326.147	77
325.353	326.095	65
325.356	326.095	61
325.723	326.095	56
326.378	326.49	81
326.379	326.49	77
326.382	326.491	65
326.382	326.491	69
326.494	326.582	78
326.494	326.582	82
326.495	326.583	66
326.497	326.585	70
326.847	327.498	82
326.851	327.498	78
326.851	327.502	66
326.852	327.502	70
327.503	327.859	66
327.505	327.859	72
327.505	327.86	63
327.506	327.862	56
327.862	327.95	73
327.863	327.953	65
327.866	327.954	61
328.23	328.985	73
328.234	328.986	65
328.234	328.986	61
328.234	328.989	49
328.235	328.99	56
329.129	329.276	80
329.129	329.277	68
329.277	329.92	77
329.279	329.92	89
329.28	329.92	49
329.28	329.92	37
329.587	329.92	61
329.591	329.92	65
329.592	329.92	68
329.735	329.92	87
329.738	329.92	75
329.9	330.502	78
329.9	330.502	90
329.901	330.502	56
329.902	330.502	44
330.187	330.502	63
330.187	330.502	66
330.19	330.502	68
330.338	330.502	72
330.34	330.502	84
330.498	330.567	87
330.498	330.571	75
330.498	330.572	49
330.499	330.572	37
330.806	331.425	73
330.81	331.426	85
330.81	331.429	61
330.81	331.429	65
330.813	331.429	68
331.111	331.737	56
331.111	331.737	44
331.425	331.737	73
331.426	331.737	85
331.429	331.737	65
331.429	331.737	61
331.429	331.737	68
331.733	331.803	82
331.734	331.807	94
331.737	331.807	54
331.737	331.811	42
332.038	332.374	82
332.038	332.374	94
332.041	332.374	61
332.041	332.374	70
332.041	332.374	66
332.346	333.004	92
332.346	333.004	80
332.349	332.427	53
332.349	332.427	41
332.671	333.004	58
332.671	333.004	68
332.672	333.004	62
332.997	333.071	78
333	333.071	90
333.001	333.148	51
333.001	333.148	39
333.305	333.953	90
333.306	334.4	82
333.306	333.952	78
333.308	333.953	66
333.308	333.956	63
333.627	334.4	58
333.63	334.4	46
333.95	334.4	87
333.952	334.4	78
333.953	334.4	90
333.953	334.4	66
333.956	334.4	63
334.323	334.675	97
334.324	334.674	94
334.324	334.677	85
334.327	335.107	54
334.327	335.107	42
334.674	335.107	94
334.675	335.107	97
334.677	335.107	85
334.677	335.107	73
334.677	335.052	61
334.678	335.107	70
335.045	335.86	84
335.048	335.857	92
335.048	335.86	96
335.048	335.86	72
335.052	335.86	61
335.052	335.86	68
335.619	335.86	94
335.622	335.86	82
335.622	335.86	90
335.623	335.86	70
335.623	335.86	66
335.854	335.944	89
335.856	335.944	80
335.857	335.947	92
335.857	335.947	44
336.217	337.011	92
336.22	337.014	89
336.221	337.015	80
336.221	336.959	65
336.224	336.959	68
336.224	336.959	61
336.588	336.959	56
337.246	337.361	81
337.246	337.362	93
337.247	337.362	65
337.249	337.364	77
337.365	337.466	82
337.365	337.467	94
337.368	337.467	66
337.369	337.47	78
338.208	338.895	72
338.208	338.895	66
338.209	338.896	60
338.212	338.898	44
338.212	338.898	56
338.215	338.899	51
338.902	338.985	65
338.902	338.989	61
338.903	338.989	73
338.903	338.989	49
338.905	338.993	56
339.252	340.626	65
339.255	340.626	61
339.255	340.626	73
339.259	340.626	56
339.259	340.626	49
340.172	340.626	89
340.172	340.626	85
340.319	340.61	90
340.319	340.626	87
340.463	340.626	88
340.466	340.626	91
340.61	341.151	94
340.61	341.151	90
340.736	340.876	89
340.736	340.876	92
340.876	341.284	92
340.876	341.281	89
340.876	341.691	61
341.009	341.541	91
341.012	341.544	88
341.013	341.284	77
341.151	341.687	90
341.151	341.688	94
341.155	341.688	68
341.281	341.414	89
341.284	341.411	92
341.284	341.544	77
341.411	341.691	92
341.414	341.691	89
341.415	341.691	73
341.541	341.691	91
341.544	341.691	88
341.544	341.691	77
341.687	342.202	90
341.688	342.202	94
341.688	342.206	68
341.81	341.935	92
341.811	341.94	89
341.814	342.069	77
341.935	342.322	92
341.94	342.321	89
341.94	342.713	61
342.065	342.57	91
342.069	342.572	88
342.069	342.324	77
342.202	342.709	90
342.202	342.71	94
342.206	342.71	68
342.321	342.447	89
342.322	342.447	92
342.324	342.573	77
342.447	342.713	89
342.447	342.713	92
342.451	342.713	73
342.57	342.713	91
342.572	342.713	88
